,,,,,,,
ALL DIVISIONS ,,,,,,,
Middle School Round 1 Max Score=200,,,Open and All Service Round 1 Max Score = 330,,,,
Middle School Round 2 Max Score = 300,,,Open and Al Service Round 2 Max Score = 330,,,,
Middle School Round 1 and 2 Max Score = 500,,,Open and All Service Round and Round 2  Max Score = 660,,,,
,,,,,,,
Team #,Division / Category,Location,Round 1 Score,Round 2  Network Security (Images),Round 2 Cisco Networking ,Cumulative Score,Tier
12-3306,Open,NV,172.20,190.00,3.00,365.20,Silver
12-1114,Open,MT,216.00,138.00,10.20,364.20,Silver
12-2388,Open,PA,229.67,129.00,5.40,364.07,Silver
12-3539,Open,TX,202.00,159.00,3.00,364.00,Silver
12-1867,Open,TX,197.00,162.00,5.00,364.00,Silver
12-5035,Open,RI,169.00,189.00,6.00,364.00,Silver
12-5727,Open,AL,220.93,139.00,4.00,363.93,Silver
12-1289,Open,MI,223.40,122.00,18.40,363.80,Silver
12-1549,Open,MD,165.07,178.00,20.20,363.27,Silver
12-2306,Open,VA,177.00,181.00,5.00,363.00,Silver
12-3640,Open,CA,183.00,175.00,5.00,363.00,Silver
12-3698,Open,IA,223.93,123.00,16.00,362.93,Silver
12-3767,Open,MI,213.33,143.00,6.40,362.73,Silver
12-6352,Open,TX,216.53,128.00,18.00,362.53,Silver
12-0523,Open,NC,217.33,144.00,1.00,362.33,Silver
12-5939,Open,MO,209.00,153.00,0.00,362.00,Silver
12-3693,Open,LA,202.00,160.00,0.00,362.00,Silver
12-2624,Open,GA,190.00,167.00,5.00,362.00,Silver
12-6214,Open,MD,188.00,169.00,5.00,362.00,Silver
12-6381,Open,AL,188.47,149.00,24.40,361.87,Silver
12-5968,Open,NC,180.67,177.00,4.00,361.67,Silver
12-1259,Open,NV,209.53,139.00,13.00,361.53,Silver
12-1647,Open,CAN,213.67,126.00,21.60,361.27,Silver
12-4744,Open,OH,181.00,174.00,6.00,361.00,Silver
12-3940,Open,TX,173.73,179.00,8.00,360.73,Silver
12-5237,Open,NV,187.33,169.00,4.00,360.33,Silver
12-5182,Open,HI,225.00,135.00,0.00,360.00,Silver
12-5298,Open,NC,205.00,149.00,6.00,360.00,Silver
12-7311,Open,MD,209.00,150.00,0.00,359.00,Silver
12-4750,Open,PA,193.00,163.00,3.00,359.00,Silver
12-2180,Open,VA,195.00,158.00,5.80,358.80,Silver
12-5438,Open,AUS,198.67,160.00,0.00,358.67,Silver
12-1755,Open,CAN,199.33,146.00,13.20,358.53,Silver
12-3699,Open,OH,202.20,151.00,5.20,358.40,Silver
12-5319,Open,MA,201.40,157.00,0.00,358.40,Silver
12-2840,Open,AR,197.73,150.00,10.40,358.13,Silver
12-3121,Open,FL,137.00,204.00,16.80,357.80,Silver
12-4220,Open,NC,177.00,157.00,23.80,357.80,Silver
12-0521,Open,PA,223.27,119.00,15.40,357.67,Silver
12-4895,Open,NV,201.73,145.00,10.40,357.13,Silver
12-1680,Open,OH,188.07,163.00,6.00,357.07,Silver
12-4543,Open,TN,217.67,116.00,23.40,357.07,Silver
12-4352,Open,CA,209.00,148.00,0.00,357.00,Silver
12-5513,Open,AR,149.40,198.00,8.80,356.20,Silver
12-0011,Open,OH,198.53,153.00,4.60,356.13,Silver
12-2649,Open,OK,208.20,144.00,3.00,355.20,Silver
12-2121,Open,NV,215.00,135.00,5.00,355.00,Silver
12-1839,Open,CA,123.00,212.00,20.00,355.00,Silver
12-3692,Open,TX,192.73,156.00,5.60,354.33,Silver
12-4306,Open,PA,207.87,124.00,22.20,354.07,Silver
12-2391,Open,CA,201.00,153.00,0.00,354.00,Silver
12-4929,Open,MD,191.60,153.00,9.40,354.00,Silver
12-6099,Open,MN,205.93,134.00,14.00,353.93,Silver
12-2838,Open,AR,209.33,137.00,6.80,353.13,Silver
12-6874,Open,HI,201.33,138.00,13.80,353.13,Silver
12-2846,Open,NC,217.53,119.00,16.60,353.13,Silver
12-2608,Open,OK,210.00,143.00,0.00,353.00,Silver
12-2643,Open,NY,159.00,194.00,0.00,353.00,Silver
12-4285,Open,TX,218.67,116.00,18.00,352.67,Silver
12-0610,Open,CA,233.47,119.00,0.00,352.47,Silver
12-3552,Open,OH,258.07,92.00,2.40,352.47,Silver
12-4205,Open,OK,186.00,166.00,0.00,352.00,Silver
12-0625,Open,AR,180.00,167.00,5.00,352.00,Silver
12-2917,Open,OH,208.67,142.00,0.00,350.67,Silver
12-2501,Open,HI,227.00,107.00,16.40,350.40,Silver
12-4983,Open,WA,153.67,179.00,17.40,350.07,Silver
12-5950,Open,CA,179.00,166.00,5.00,350.00,Silver
12-1299,Open,SC,215.40,132.00,2.40,349.80,Silver
12-4457,Open,CAN,195.73,154.00,0.00,349.73,Silver
12-7143,Open,VA,180.00,163.00,6.00,349.00,Silver
12-4828,Open,AR,187.67,142.00,18.80,348.47,Silver
12-3404,Open,SC,163.00,185.00,0.00,348.00,Silver
12-1679,Open,OH,231.67,116.00,0.00,347.67,Silver
12-3300,Open,WV,188.33,152.00,7.00,347.33,Silver
12-1756,Open,CAN,176.00,167.00,4.00,347.00,Silver
12-2287,Open,MA,137.00,207.00,3.00,347.00,Silver
12-3455,Open,CA,151.13,189.00,6.60,346.73,Silver
12-4720,Open,VA,179.73,146.00,20.40,346.13,Silver
12-0812,Open,FL,170.00,176.00,0.00,346.00,Silver
12-2977,Open,VA,183.67,157.00,5.00,345.67,Silver
12-6828,Open,CA,172.47,159.00,14.00,345.47,Silver
12-2099,Open,TX,193.33,146.00,6.00,345.33,Silver
12-6347,Open,CA,189.00,155.00,0.00,344.00,Silver
12-4635,Open,CAN,161.00,183.00,0.00,344.00,Silver
12-4499,Open,GA,215.33,122.00,6.40,343.73,Silver
12-5149,Open,TX,185.80,137.00,20.60,343.40,Silver
12-4035,Open,AR,163.27,165.00,15.00,343.27,Silver
12-6886,Open,PA,158.07,171.00,14.00,343.07,Silver
12-4523,Open,NY,183.67,133.00,26.20,342.87,Silver
12-3800,Open,SC,186.60,147.00,9.20,342.80,Silver
12-2319,Open,WI,135.73,204.00,3.00,342.73,Silver
12-1841,Open,CA,171.13,151.00,20.00,342.13,Silver
12-4977,Open,MD,144.53,191.00,6.60,342.13,Silver
12-1518,Open,CA,157.00,178.00,6.80,341.80,Silver
12-0840,Open,CA,208.00,127.00,6.80,341.80,Silver
12-5028,Open,OH,207.00,125.00,9.40,341.40,Silver
12-4896,Open,NV,183.40,139.00,19.00,341.40,Silver
12-3680,Open,IN,199.00,142.00,0.00,341.00,Silver
12-2772,Open,VA,197.00,139.00,5.00,341.00,Silver
12-4353,Open,CA,195.07,145.00,0.40,340.47,Silver
12-6756,Open,CA,173.33,162.00,5.00,340.33,Silver
12-3326,Open,GA,174.33,160.00,6.00,340.33,Silver
12-0007,Open,TX,173.00,159.00,7.60,339.60,Silver
12-0594,Open,VA,198.00,141.00,0.00,339.00,Silver
12-1891,Open,CA,207.67,128.00,3.00,338.67,Silver
12-5699,Open,IL,197.33,135.00,6.00,338.33,Silver
12-6649,Open,FL,186.00,146.00,6.00,338.00,Silver
12-0935,Open,VA,151.00,183.00,4.00,338.00,Silver
12-6136,Open,DC,184.73,147.00,6.00,337.73,Silver
12-4545,Open,TN,196.27,138.00,3.40,337.67,Silver
12-0186,Open,OK,152.53,165.00,20.00,337.53,Silver
12-4935,Open,MI,170.33,167.00,0.00,337.33,Silver
12-6284,Open,OH,251.00,83.00,3.00,337.00,Silver
12-3449,Open,TX,204.00,125.00,8.00,337.00,Silver
12-4662,Open,MI,172.00,163.00,2.00,337.00,Silver
12-0672,Open,TX,208.67,124.00,4.00,336.67,Silver
12-7348,Open,VA,182.00,148.00,6.60,336.60,Silver
12-5804,Open,WA,171.33,163.00,2.00,336.33,Silver
12-5147,Open,PA,209.27,126.00,0.00,335.27,Silver
12-4687,Open,WA,139.00,196.00,0.00,335.00,Silver
12-0458,Open,MI,194.00,136.00,4.40,334.40,Silver
12-5946,Open,AL,193.73,131.00,9.60,334.33,Silver
12-0602,Open,UT,121.00,199.00,14.20,334.20,Silver
12-3414,Open,CA,189.00,145.00,0.00,334.00,Silver
12-0683,Open,KY,210.33,116.00,7.00,333.33,Silver
12-5470,Open,VA,213.87,113.00,6.20,333.07,Silver
12-6346,Open,CA,189.00,144.00,0.00,333.00,Silver
12-2308,Open,VA,164.87,161.00,7.00,332.87,Silver
12-3864,Open,VA,159.60,165.00,8.00,332.60,Silver
12-6238,Open,MI,122.20,193.00,16.60,331.80,Silver
12-0459,Open,MI,170.67,143.00,17.00,330.67,Silver
12-3367,Open,CA,159.67,152.00,19.00,330.67,Silver
12-3861,Open,PA,158.00,166.00,6.00,330.00,Silver
12-2601,Open,OK,223.00,107.00,0.00,330.00,Silver
12-3796,Open,CO,156.00,169.00,4.80,329.80,Silver
12-3792,Open,GA,202.67,127.00,0.00,329.67,Silver
12-4569,Open,ME,202.33,125.00,2.00,329.33,Silver
12-5268,Open,AZ,171.33,155.00,3.00,329.33,Silver
12-4223,Open,TX,204.67,113.00,11.20,328.87,Silver
12-4461,Open,CA,206.33,116.00,5.80,328.13,Silver
12-2292,Open,CAN,183.07,142.00,3.00,328.07,Silver
12-0106,Open,RI,197.67,124.00,6.00,327.67,Silver
12-0231,Open,NV,171.67,154.00,1.80,327.47,Silver
12-1462,Open,MA,201.20,106.00,19.80,327.00,Silver
12-4288,Open,CA,208.00,119.00,0.00,327.00,Silver
12-4329,Open,SC,160.53,149.00,17.00,326.53,Silver
12-6345,Open,CA,96.00,230.00,0.00,326.00,Silver
12-5938,Open,MD,122.67,197.00,6.00,325.67,Silver
12-4571,Open,MA,204.40,121.00,0.00,325.40,Silver
12-0755,Open,MS,231.00,94.00,0.00,325.00,Silver
12-2223,Open,CA,195.67,129.00,0.00,324.67,Silver
12-0325,Open,TX,168.00,155.00,0.00,323.00,Silver
12-5823,Open,VA,195.07,118.00,9.00,322.07,Silver
12-7371,Open,AL,163.00,153.00,6.00,322.00,Silver
12-7232,Open,TX,155.00,159.00,6.60,320.60,Silver
12-0089,Open,TN,177.20,126.00,15.20,318.40,Silver
12-0847,Open,WI,155.27,153.00,10.00,318.27,Silver
12-7457,Open,OK,99.33,206.00,12.80,318.13,Silver
12-0907,Open,CA,111.00,204.00,3.00,318.00,Silver
12-3701,Open,MI,181.00,137.00,0.00,318.00,Silver
12-4344,Open,CO,117.47,177.00,23.40,317.87,Silver
12-0103,Open,RI,186.00,111.00,20.40,317.40,Silver
12-3473,Open,GA,216.93,88.00,12.40,317.33,Silver
12-5704,Open,TX,214.00,103.00,0.00,317.00,Silver
12-2667,Open,ID,208.00,109.00,0.00,317.00,Silver
12-1794,Open,GA,212.00,99.00,6.00,317.00,Silver
12-5579,Open,GA,158.00,159.00,0.00,317.00,Silver
12-0557,Open,VA,126.67,167.00,23.00,316.67,Silver
12-1145,Open,NJ,157.00,159.00,0.00,316.00,Silver
12-0585,Open,UT,149.00,162.00,5.00,316.00,Silver
12-0674,Open,TX,145.33,160.00,10.60,315.93,Silver
12-2868,Open,TX,113.00,195.00,7.00,315.00,Silver
12-1198,Open,CA,137.80,170.00,7.00,314.80,Silver
12-1614,Open,CT,186.67,123.00,5.00,314.67,Silver
12-3620,Open,CA,169.60,134.00,10.80,314.40,Silver
12-5582,Open,MI,170.33,127.00,17.00,314.33,Silver
12-0156,Open,CA,161.00,148.00,5.00,314.00,Silver
12-3069,Open,TX,164.93,143.00,5.40,313.33,Silver
12-1193,Open,AZ,142.07,149.00,21.80,312.87,Silver
12-2596,Open,MI,178.07,123.00,11.60,312.67,Silver
12-4526,Open,PA,134.53,158.00,19.40,311.93,Silver
12-6570,Open,PA,174.00,137.00,0.00,311.00,Silver
12-3974,Open,TX,155.00,156.00,0.00,311.00,Silver
12-5652,Open,MI,148.87,145.00,16.80,310.67,Silver
12-6474,Open,CAN,188.67,122.00,0.00,310.67,Silver
12-6226,Open,CAN,178.00,132.00,0.00,310.00,Silver
12-6137,Open,DC,168.53,135.00,6.40,309.93,Silver
12-5986,Open,SC,172.47,111.00,26.40,309.87,Silver
12-1982,Open,MD,163.33,140.00,6.40,309.73,Silver
12-5910,Open,WA,181.07,122.00,6.60,309.67,Silver
12-6861,Open,CA,309.00,0.00,0.00,309.00,Silver
12-4988,Open,IL,196.00,110.00,3.00,309.00,Silver
12-5970,Open,NC,184.33,110.00,14.60,308.93,Silver
12-2839,Open,AR,182.40,123.00,2.60,308.00,Silver
12-5345,Open,IN,183.00,116.00,8.40,307.40,Silver
12-7063,Open,CA,143.93,153.00,10.40,307.33,Silver
12-2024,Open,CA,201.07,98.00,7.40,306.47,Silver
12-4667,Open,MI,160.33,146.00,0.00,306.33,Silver
12-2226,Open,CAN,171.67,134.00,0.00,305.67,Silver
12-2857,Open,CA,184.33,121.00,0.00,305.33,Silver
12-5269,Open,AZ,166.73,133.00,5.00,304.73,Silver
12-5167,Open,MI,163.20,139.00,2.40,304.60,Silver
12-1177,Open,NJ,135.33,152.00,17.00,304.33,Silver
12-7077,Open,MD,146.00,154.00,3.00,303.00,Silver
12-5558,Open,CA,159.33,143.00,0.00,302.33,Silver
12-7317,Open,MD,198.00,104.00,0.00,302.00,Silver
12-7349,Open,FL,211.00,89.00,2.00,302.00,Silver
12-3254,Open,FL,156.60,138.00,7.20,301.80,Silver
12-2290,Open,CA,238.00,63.00,0.00,301.00,Silver
12-2227,Open,CAN,198.00,103.00,0.00,301.00,Silver
12-4930,Open,MD,152.00,149.00,0.00,301.00,Silver
12-6086,Open,VA,198.60,102.00,0.00,300.60,Silver
12-1345,Open,MI,180.33,115.00,5.00,300.33,Silver
12-0675,Open,TX,184.00,114.00,2.00,300.00,Silver
12-7296,Open,VA,120.00,180.00,0.00,300.00,Silver
12-3303,Open,NV,168.67,128.00,3.00,299.67,Silver
12-2031,Open,CAN,172.00,126.00,0.00,298.00,Silver
12-0249,Open,CA,161.00,132.00,5.00,298.00,Silver
12-4330,Open,KS,200.87,97.00,0.00,297.87,Silver
12-6542,Open,TX,228.67,62.00,6.00,296.67,Silver
12-1662,Open,CA,150.67,146.00,0.00,296.67,Silver
12-1999,Open,CA,148.40,137.00,11.20,296.60,Silver
12-4719,Open,VA,168.00,128.00,0.00,296.00,Silver
12-1077,Open,MI,191.00,105.00,0.00,296.00,Silver
12-1479,Open,NV,135.00,157.00,4.00,296.00,Silver
12-4946,Open,TX,176.00,119.00,0.00,295.00,Silver
12-4940,Open,GA,181.20,109.00,4.00,294.20,Silver
12-2213,Open,CA,148.20,141.00,5.00,294.20,Silver
12-1968,Open,CA,144.00,150.00,0.00,294.00,Silver
12-1282,Open,MD,171.00,123.00,0.00,294.00,Silver
12-7413,Open,TN,159.00,135.00,0.00,294.00,Silver
12-3223,Open,SC,158.00,136.00,0.00,294.00,Silver
12-4615,Open,CAN,169.00,124.00,0.00,293.00,Silver
12-2155,Open,CA,128.00,165.00,0.00,293.00,Silver
12-0976,Open,MO,221.33,71.00,0.00,292.33,Silver
12-2988,Open,VA,167.00,115.00,10.20,292.20,Silver
12-7142,Open,TN,150.00,139.00,3.00,292.00,Silver
12-4296,Open,CA,171.00,121.00,0.00,292.00,Silver
12-4822,Open,GA,143.60,139.00,9.00,291.60,Silver
12-6279,Open,CAN,203.00,88.00,0.00,291.00,Silver
12-4367,Open,CAN,143.67,145.00,2.00,290.67,Silver
12-3867,Open,VA,138.00,147.00,5.60,290.60,Silver
12-1203,Open,CA,174.07,110.00,6.00,290.07,Silver
12-3224,Open,SC,116.00,174.00,0.00,290.00,Silver
12-6630,Open,CA,289.00,0.00,0.00,289.00,Silver
12-0057,Open,OK,289.00,0.00,0.00,289.00,Silver
12-1344,Open,CAN,149.00,134.00,6.00,289.00,Silver
12-3972,Open,TX,124.00,165.00,0.00,289.00,Silver
12-5335,Open,GA,100.00,189.00,0.00,289.00,Silver
12-6005,Open,TX,178.60,89.00,20.20,287.80,Silver
12-5973,Open,TX,170.60,117.00,0.00,287.60,Silver
12-5068,Open,MA,219.33,68.00,0.00,287.33,Silver
12-4527,Open,PA,148.13,128.00,11.20,287.33,Silver
12-5378,Open,VA,196.67,87.00,3.00,286.67,Silver
12-3004,Open,FL,156.00,130.00,0.00,286.00,Silver
12-5086,Open,CA,118.00,162.00,6.00,286.00,Silver
12-5338,Open,TN,146.93,128.00,10.40,285.33,Silver
12-4788,Open,CAN,172.00,113.00,0.00,285.00,Silver
12-5032,Open,CA,151.00,134.00,0.00,285.00,Silver
12-0939,Open,VA,135.00,145.00,5.00,285.00,Silver
12-3225,Open,SC,97.00,188.00,0.00,285.00,Silver
12-0524,Open,NC,167.67,113.00,4.00,284.67,Silver
12-2964,Open,AZ,284.60,0.00,0.00,284.60,Silver
12-7061,Open,CA,123.33,145.00,16.20,284.53,Silver
12-4984,Open,WA,139.07,137.00,8.00,284.07,Silver
12-7421,Open,RI,78.00,206.00,0.00,284.00,Silver
12-2540,Open,AZ,283.80,0.00,0.00,283.80,Silver
12-2286,Open,MA,146.33,131.00,6.00,283.33,Silver
12-6231,Open,PA,146.00,130.00,6.00,282.00,Silver
12-6688,Open,OK,146.00,119.00,16.80,281.80,Silver
12-2607,Open,OK,192.00,89.00,0.00,281.00,Silver
12-4488,Open,NY,182.00,99.00,0.00,281.00,Silver
12-4406,Open,AZ,113.00,157.00,10.20,280.20,Silver
12-2886,Open,GA,89.67,182.00,8.00,279.67,Silver
12-1283,Open,MD,160.00,101.00,18.60,279.60,Silver
12-0576,Open,CA,203.33,76.00,0.00,279.33,Silver
12-1743,Open,CT,180.13,84.00,15.00,279.13,Silver
12-5033,Open,CA,139.00,140.00,0.00,279.00,Silver
12-2506,Open,TX,168.73,107.00,3.00,278.73,Silver
12-5702,Open,IL,93.67,182.00,3.00,278.67,Silver
12-2708,Open,CO,161.67,112.00,5.00,278.67,Silver
12-0513,Open,MO,144.80,116.00,17.80,278.60,Silver
12-1330,Open,NV,158.00,117.00,3.40,278.40,Silver
12-1363,Open,HI,194.33,84.00,0.00,278.33,Silver
12-0813,Open,FL,136.00,135.00,7.00,278.00,Silver
12-4765,Open,MN,143.00,132.00,2.80,277.80,Silver
12-6540,Open,CA,172.00,105.00,0.00,277.00,Silver
12-4934,Open,TX,146.80,127.00,3.20,277.00,Silver
12-3001,Open,FL,176.00,100.00,0.00,276.00,Silver
12-6094,Open,RI,163.00,113.00,0.00,276.00,Silver
12-1431,Open,AR,149.00,126.00,1.00,276.00,Silver
12-2684,Open,TN,84.00,192.00,0.00,276.00,Silver
12-1455,Open,NY,206.00,58.00,11.40,275.40,Silver
12-2520,Open,FL,162.00,113.00,0.00,275.00,Silver
12-0502,Open,VA,133.00,130.00,11.60,274.60,Silver
12-7006,Open,CA,175.67,98.00,0.00,273.67,Silver
12-7096,Open,NY,135.33,129.00,8.00,272.33,Silver
12-2913,Open,IL,163.87,98.00,10.20,272.07,Silver
12-4947,Open,TX,160.33,108.00,3.00,271.33,Silver
12-1384,Open,CA,150.13,121.00,0.00,271.13,Silver
12-6212,Open,CAN,168.00,103.00,0.00,271.00,Silver
12-7467,Open,TN,159.00,102.00,9.60,270.60,Silver
12-2260,Open,VA,0.00,250.00,18.80,268.80,Silver
12-1873,Open,CAN,138.00,130.00,0.00,268.00,Silver
12-5991,Open,FL,116.00,150.00,2.00,268.00,Silver
12-4680,Open,HI,151.00,101.00,15.80,267.80,Silver
12-3741,Open,TX,92.60,175.00,0.00,267.60,Silver
12-5054,Open,MO,267.33,0.00,0.00,267.33,Silver
12-6102,Open,MD,109.00,158.00,0.00,267.00,Silver
12-5334,Open,GA,83.00,184.00,0.00,267.00,Silver
12-3157,Open,TX,151.00,115.00,0.00,266.00,Silver
12-3973,Open,TX,95.00,171.00,0.00,266.00,Silver
12-4738,Open,GA,99.53,166.00,0.00,265.53,Silver
12-1481,Open,NV,135.33,122.00,8.00,265.33,Silver
12-5604,Open,TX,166.93,92.00,6.40,265.33,Silver
12-2597,Open,OK,197.00,68.00,0.00,265.00,Silver
12-4838,Open,CAN,136.00,129.00,0.00,265.00,Silver
12-4386,Open,VA,174.67,86.00,4.00,264.67,Silver
12-6667,Open,GA,135.60,125.00,4.00,264.60,Silver
12-6083,Open,HI,69.00,186.00,9.40,264.40,Silver
12-5615,Open,WI,135.67,124.00,4.40,264.07,Silver
12-1604,Open,CAN,140.00,119.00,4.00,263.00,Silver
12-6153,Open,VA,88.00,171.00,2.80,261.80,Silver
12-4207,Open,TX,135.80,126.00,0.00,261.80,Silver
12-7412,Open,TN,149.00,105.00,6.80,260.80,Silver
12-5227,Open,FL,107.07,149.00,4.40,260.47,Silver
12-4892,Open,VA,106.67,146.00,7.40,260.07,Silver
12-3702,Open,MI,178.00,82.00,0.00,260.00,Silver
12-1913,Open,VA,141.00,119.00,0.00,260.00,Silver
12-6884,Open,PA,135.87,111.00,12.80,259.67,Silver
12-2598,Open,OK,194.00,65.00,0.00,259.00,Silver
12-1090,Open,TX,49.80,187.00,21.80,258.60,Silver
12-3821,Open,CA,73.00,185.00,0.00,258.00,Silver
12-4679,Open,HI,73.00,169.00,15.80,257.80,Silver
12-5628,Open,MD,119.00,138.00,0.00,257.00,Silver
12-5053,Open,MO,256.60,0.00,0.00,256.60,Silver
12-3724,Open,IL,0.00,234.00,22.60,256.60,Silver
12-4743,Open,CAN,169.33,81.00,6.00,256.33,Silver
12-6101,Open,MD,174.00,82.00,0.00,256.00,Silver
12-3417,Open,TX,0.00,235.00,21.00,256.00,Silver
12-3894,Open,ID,139.00,98.00,18.80,255.80,Silver
12-6350,Open,NV,91.67,164.00,0.00,255.67,Silver
12-3298,Open,WV,114.00,134.00,7.00,255.00,Silver
12-1406,Open,CA,67.00,188.00,0.00,255.00,Silver
12-1911,Open,MA,155.53,96.00,3.40,254.93,Silver
12-0378,Open,CA,135.07,107.00,12.80,254.87,Silver
12-2030,Open,CAN,199.00,54.00,0.00,253.00,Silver
12-7233,Open,TX,124.00,127.00,2.00,253.00,Silver
12-6248,Open,OK,146.00,105.00,1.00,252.00,Silver
12-7352,Open,FL,199.00,53.00,0.00,252.00,Silver
12-1978,Open,PA,198.33,42.00,11.60,251.93,Silver
12-6897,Open,VA,0.00,231.00,20.60,251.60,Silver
12-0232,Open,NV,174.33,72.00,4.00,250.33,Silver
12-4410,Open,TX,204.00,46.00,0.00,250.00,Silver
12-4751,Open,PA,123.00,119.00,7.00,249.00,Silver
12-4064,Open,TN,249.00,0.00,0.00,249.00,Silver
12-5891,Open,NY,170.00,79.00,0.00,249.00,Silver
12-5346,Open,AL,110.33,138.00,0.00,248.33,Silver
12-4274,Open,CAN,159.47,68.00,20.80,248.27,Silver
12-5608,Open,CAN,129.60,110.00,8.60,248.20,Silver
12-0880,Open,CA,147.60,80.00,20.40,248.00,Silver
12-6860,Open,CA,0.00,230.00,17.20,247.20,Silver
12-6230,Open,PA,106.00,137.00,4.00,247.00,Silver
12-3501,Open,MA,246.67,0.00,0.00,246.67,Silver
12-3945,Open,TX,130.67,106.00,9.60,246.27,Silver
12-1575,Open,VA,57.93,188.00,0.00,245.93,Silver
12-2015,Open,VA,132.27,91.00,22.40,245.67,Silver
12-5439,Open,AUS,176.33,65.00,4.00,245.33,Silver
12-7164,Open,WA,110.33,132.00,2.40,244.73,Silver
12-3194,Open,TX,144.00,100.00,0.00,244.00,Silver
12-5030,Open,CA,158.00,86.00,0.00,244.00,Silver
12-5019,Open,CA,152.00,92.00,0.00,244.00,Silver
12-1331,Open,NV,0.00,226.00,17.00,243.00,Silver
12-2961,Open,AZ,162.67,78.00,2.00,242.67,Silver
12-3442,Open,MA,133.00,107.00,2.00,242.00,Silver
12-4371,Open,CA,131.00,111.00,0.00,242.00,Silver
12-6543,Open,VA,85.67,146.00,10.20,241.87,Silver
12-1347,Open,MI,125.60,104.00,11.60,241.20,Silver
12-3233,Open,AZ,138.07,100.00,2.00,240.07,Silver
12-2888,Open,NM,137.00,103.00,0.00,240.00,Silver
12-3278,Open,PA,99.93,137.00,3.00,239.93,Silver
12-3480,Open,TN,239.00,0.00,0.00,239.00,Silver
12-7041,Open,TX,117.00,117.00,5.00,239.00,Silver
12-0960,Open,CA,128.40,107.00,3.20,238.60,Silver
12-7343,Open,VA,238.00,0.00,0.00,238.00,Silver
12-4140,Open,MI,143.00,95.00,0.00,238.00,Silver
12-5468,Open,VA,115.93,106.00,15.80,237.73,Silver
12-7161,Open,CA,185.00,51.00,0.00,236.00,Silver
12-4155,Open,WY,133.67,99.00,3.00,235.67,Silver
12-3616,Open,CA,174.00,61.00,0.00,235.00,Silver
12-0578,Open,CA,170.00,63.00,1.00,234.00,Silver
12-5178,Open,SC,25.00,185.00,23.40,233.40,Silver
12-5842,Open,MD,233.27,0.00,0.00,233.27,Silver
12-4075,Open,CA,165.40,63.00,4.00,232.40,Silver
12-3406,Open,OH,116.67,111.00,4.40,232.07,Silver
12-5225,Open,CA,103.67,122.00,6.00,231.67,Silver
12-1695,Open,CA,231.67,0.00,0.00,231.67,Silver
12-4450,Open,CA,166.33,65.00,0.00,231.33,Silver
12-3971,Open,TX,105.00,122.00,4.00,231.00,Silver
12-2867,Open,SC,159.87,68.00,3.00,230.87,Silver
12-3936,Open,FL,141.67,84.00,5.00,230.67,Silver
12-6286,Open,TX,159.60,71.00,0.00,230.60,Silver
12-4425,Open,MI,208.00,22.00,0.00,230.00,Silver
12-6309,Open,TX,126.00,104.00,0.00,230.00,Silver
12-1009,Open,CAN,86.00,144.00,0.00,230.00,Silver
12-1738,Open,CA,0.00,221.00,9.00,230.00,Silver
12-3900,Open,KS,229.20,0.00,0.00,229.20,Silver
12-4440,Open,MD,0.00,225.00,4.00,229.00,Silver
12-2387,Open,PA,158.33,69.00,0.00,227.33,Silver
12-2249,Open,CAN,126.00,97.00,4.00,227.00,Silver
12-3706,Open,MI,142.00,85.00,0.00,227.00,Silver
12-5288,Open,NJ,120.00,107.00,0.00,227.00,Silver
12-2523,Open,LA,0.00,221.00,6.00,227.00,Silver
12-3443,Open,EST,0.00,203.00,23.80,226.80,Silver
12-3762,Open,TX,226.00,0.00,0.00,226.00,Silver
12-2389,Open,PA,155.00,69.00,2.00,226.00,Silver
12-3296,Open,CT,93.00,127.00,6.00,226.00,Silver
12-0215,Open,CA,118.40,81.00,26.40,225.80,Silver
12-3255,Open,FL,118.33,104.00,3.40,225.73,Silver
12-6953,Open,MD,225.53,0.00,0.00,225.53,Silver
12-0673,Open,TX,104.00,121.00,0.00,225.00,Silver
12-6517,Open,VI,166.33,48.00,10.60,224.93,Silver
12-1430,Open,AR,134.00,90.00,0.00,224.00,Silver
12-1960,Open,CA,0.00,213.00,9.40,222.40,Silver
12-0327,Open,TX,0.00,215.00,7.00,222.00,Silver
12-7454,Open,VA,68.00,153.00,0.00,221.00,Silver
12-0579,Open,CA,172.00,48.00,0.00,220.00,Silver
12-5110,Open,MO,83.67,134.00,2.00,219.67,Silver
12-5226,Open,CA,22.67,191.00,6.00,219.67,Silver
12-2220,Open,CA,145.67,68.00,6.00,219.67,Silver
12-5232,Open,WA,0.00,205.00,14.40,219.40,Silver
12-0865,Open,NV,115.33,101.00,3.00,219.33,Silver
12-7463,Open,OK,164.67,52.00,2.60,219.27,Silver
12-6368,Open,CO,173.00,46.00,0.00,219.00,Silver
12-7098,Open,NY,218.33,0.00,0.00,218.33,Silver
12-2606,Open,OK,162.00,56.00,0.00,218.00,Silver
12-6880,Open,VA,109.00,109.00,0.00,218.00,Silver
12-4583,Open,DC,110.00,105.00,2.40,217.40,Silver
12-0598,Open,VA,143.00,74.00,0.00,217.00,Silver
12-1681,Open,OH,131.00,86.00,0.00,217.00,Silver
12-2250,Open,CAN,127.00,88.00,2.00,217.00,Silver
12-6296,Open,FL,0.00,211.00,6.00,217.00,Silver
