OPEN and ALL Service Divisions,,,,,,,
MAXIMUM SCORE = 400,,,,,,,
Raw Cisco Quiz of 30 = 30 ,,,,,Total Cisco Score = 100,,
Packet Tracer Score =70 Weighted,,,,,Total CCS Image Score = 300,,
Team #,Division / Category,Location,Tier,Round Network Security (Images),Round Cisco Networking ,Cumulative,Advancement
12-5993,Open,CA,Gold,32,17,49,Does Not Advance
12-5996,Open,CA,Silver,0,0,0,Does Not Advance
12-5997,Open,CA,Platinum,237,56.72,293.72,Advances to Semifinals
12-6001,Open,CAN,Gold,131,58.32,189.32,Advances to Semifinals
12-6002,Open,CAN,Gold,140,32.64,172.64,Does Not Advance
12-6003,Civil Air Patrol,MT,Silver,33,0,33,Does Not Advance
12-6005,Open,TX,Silver,64,57.63,121.63,Advances to Semifinals
12-6006,Open,TX,Gold,79,0,79,Does Not Advance
12-6017,Open,HI,Platinum,110,60.3,170.3,Does Not Advance
12-6020,Air Force JROTC,WA,Silver,20,0,20,Does Not Advance
12-6023,Marine Corps JROTC,NC,Silver,55,0,55,Does Not Advance
12-6024,Marine Corps JROTC,NC,Silver,62,0,62,Advances to Semifinals
12-6029,Open,CA,Silver,36,0,36,Does Not Advance
12-6030,Civil Air Patrol,WV,Gold,8,0,8,Does Not Advance
12-6033,Open,HI,Gold,154,24,178,Does Not Advance
12-6034,Open,IL,Gold,160,47.32,207.32,Advances to Semifinals
12-6038,Open,MD,Platinum,136,15,151,Does Not Advance
12-6039,Open,MD,Platinum,183,45.71,228.71,Does Not Advance
12-6040,Open,MD,Gold,99,49.18,148.18,Does Not Advance
12-6042,Army JROTC,FL,Silver,13,18.75,31.75,Does Not Advance
12-6043,Open,CA,Gold,129,53.36,182.36,Does Not Advance
12-6056,Open,MD,Platinum,159,54.92,213.92,Does Not Advance
12-6057,Open,MD,Platinum,135,60.46,195.46,Does Not Advance
12-6058,Open,MD,Gold,132,70.86,202.86,Advances to Semifinals
12-6060,Open,CA,Platinum,162,47.88,209.88,Does Not Advance
12-6068,Open,MD,Platinum,183,92.03,275.03,Advances to Semifinals
12-6078,Marine Corps JROTC,HI,Platinum,83,56.78,139.78,Does Not Advance
12-6079,Open,HI,Platinum,Withheld,Withheld,0,Registration Action Required
12-6080,Open,NJ,Gold,108,49.21,157.21,Does Not Advance
12-6081,Air Force JROTC,MI,Silver,16,26.3,42.3,Does Not Advance
12-6083,Open,HI,Silver,103,26.3,129.3,Advances to Semifinals
12-6085,Open,TX,Silver,1,0,1,Does Not Advance
12-6086,Open,VA,Silver,46,20.25,66.25,Does Not Advance
12-6087,Civil Air Patrol,TX,Platinum,175,67.47,242.47,Advances to Semifinals
12-6090,Open,MD,Gold,82,0,82,Does Not Advance
12-6092,Open,RI,Platinum,168,52.75,220.75,Does Not Advance
12-6093,Open,RI,Gold,153,27.97,180.97,Does Not Advance
12-6094,Open,RI,Silver,45,0,45,Does Not Advance
12-6095,Open,RI,Gold,101,0,101,Does Not Advance
12-6099,Open,MN,Silver,105,67.65,172.65,Advances to Semifinals
12-6101,Open,MD,Silver,24,0,24,Does Not Advance
12-6102,Open,MD,Silver,118,0,118,Advances to Semifinals
12-6103,Navy JROTC,VA,Silver,24,21.11,45.11,Does Not Advance
12-6105,Open,CA,Gold,98,17.5,115.5,Does Not Advance
12-6107,Air Force JROTC,WA,Gold,40,39.51,79.51,Does Not Advance
12-6108,Open,CA,Platinum,124,82.97,206.97,Does Not Advance
12-6109,Open,CA,Platinum,138,85.64,223.64,Does Not Advance
12-6112,Open,AZ,Platinum,113,63.67,176.67,Does Not Advance
12-6120,Civil Air Patrol,AL,Silver,14,0,14,Does Not Advance
12-6121,Civil Air Patrol,CA,Platinum,154,0,154,Does Not Advance
12-6122,Civil Air Patrol,CA,Platinum,165,0,165,Does Not Advance
12-6123,Open,NH,Platinum,155,68.17,223.17,State Wildcard
12-6124,Open,VA,Gold,95,18,113,Does Not Advance
12-6125,Open,VA,Silver,128,69.15,197.15,Advances to Semifinals
12-6128,Open,VA,Platinum,114,71.84,185.84,Does Not Advance
12-6129,Open,VA,Platinum,144,50.72,194.72,Does Not Advance
12-6135,Open,DC,Gold,110,22,132,State Wildcard
12-6136,Open,DC,Silver,41,23.25,64.25,Does Not Advance
12-6137,Open,DC,Silver,60,36.04,96.04,State Wildcard
12-6143,Open,TX,Silver,5,0,5,Does Not Advance
12-6144,Open,TX,Silver,14,0,14,Does Not Advance
12-6145,Open,TX,Gold,109,0,109,Does Not Advance
12-6146,Open,OR,Gold,135,50.42,185.42,Advances to Semifinals
12-6149,Army JROTC,TX,Gold,51,0,51,Does Not Advance
12-6150,Army JROTC,TX,Gold,61,0,61,Does Not Advance
12-6151,Open,OH,Gold,115,42.64,157.64,Does Not Advance
12-6153,Open,VA,Silver,65,87.76,152.76,Advances to Semifinals
12-6154,Open,VA,Gold,139,64.43,203.43,Advances to Semifinals
12-6157,Open,VA,Platinum,237,65.67,302.67,Advances to Semifinals
12-6158,Open,VA,Platinum,177,42.84,219.84,Does Not Advance
12-6159,Open,VA,Gold,167,59.72,226.72,Advances to Semifinals
12-6160,Open,VA,Platinum,157,88.67,245.67,Does Not Advance
12-6161,Open,VA,Gold,100,57.46,157.46,Does Not Advance
12-6162,Open,VA,Platinum,150,30,180,Does Not Advance
12-6164,Open,VA,Platinum,174,62.17,236.17,Does Not Advance
12-6167,Civil Air Patrol,NY,Silver,49,0,49,Does Not Advance
12-6168,Civil Air Patrol,NY,Silver,47,0,47,Does Not Advance
12-6172,Open,CA,Gold,84,31.32,115.32,Does Not Advance
12-6175,Open,FL,Gold,71,24,95,Does Not Advance
12-6183,Open,VA,Platinum,76,0,76,Does Not Advance
12-6184,Open,VA,Platinum,172,54.76,226.76,Does Not Advance
12-6185,Open,VA,Gold,127,0,127,Does Not Advance
12-6186,Open,VA,Platinum,114,0,114,Does Not Advance
12-6187,Open,VA,Platinum,45,0,45,Does Not Advance
12-6189,Open,MA,Gold,68,26.36,94.36,Does Not Advance
12-6208,Open,VA,Platinum,141,69.51,210.51,Does Not Advance
12-6209,Open,VA,Gold,142,27,169,Does Not Advance
12-6211,Marine Corps JROTC,VA,Gold,49,39.64,88.64,Does Not Advance
12-6212,Open,CAN,Silver,10,0,10,Does Not Advance
12-6214,Open,MD,Silver,82,0,82,Does Not Advance
12-6224,Open,CAN,Platinum,182,69.82,251.82,Does Not Advance
12-6226,Open,CAN,Silver,69,0,69,Does Not Advance
12-6230,Open,PA,Silver,80,16.5,96.5,Does Not Advance
12-6231,Open,PA,Silver,38,15,53,Does Not Advance
12-6233,Open,TX,Gold,134,11.5,145.5,Does Not Advance
12-6235,Open,AL,Silver,Withheld,Withheld,0,Registration Action Required
12-6236,Air Force JROTC,MA,Gold,52,0,52,Does Not Advance
12-6237,Open,MI,Gold,110,19.5,129.5,Does Not Advance
12-6238,Open,MI,Silver,127,83.2,210.2,Advances to Semifinals
12-6245,Open,VA,Gold,51,20.5,71.5,Does Not Advance
12-6248,Open,OK,Silver,17,9,26,Does Not Advance
12-6258,Open,MD,Gold,98,20,118,Does Not Advance
12-6259,Open,CO,Silver,42,0,42,Does Not Advance
12-6260,Open,CO,Silver,3,0,3,Does Not Advance
12-6265,Open,MD,Gold,155,48.92,203.92,Advances to Semifinals
12-6266,Open,MD,Gold,160,73.71,233.71,Advances to Semifinals
12-6268,Open,MD,Silver,38,21.75,59.75,Does Not Advance
12-6271,Civil Air Patrol,FL,Gold,95,20.97,115.97,Does Not Advance
12-6273,Navy JROTC,CA,Silver,11,0,11,Does Not Advance
12-6276,Army JROTC,AL,Gold,76,0,76,Does Not Advance
12-6278,Open,CAN,Gold,103,33.14,136.14,Does Not Advance
12-6279,Open,CAN,Silver,35,0,35,Does Not Advance
12-6280,Air Force JROTC,LA,Gold,38,13.5,51.5,Does Not Advance
12-6283,Air Force JROTC,LA,Silver,12,0,12,Does Not Advance
12-6284,Open,OH,Silver,61,15,76,Does Not Advance
12-6285,Open,TX,Silver,10,0,10,Does Not Advance
12-6286,Open,TX,Silver,25,0,25,Does Not Advance
12-6289,Open,CAN,Gold,137,0,137,Does Not Advance
12-6290,Civil Air Patrol,CA,Platinum,144,81.3,225.3,Advances to Semifinals
12-6291,Air Force JROTC,HI,Platinum,101,62.93,163.93,Does Not Advance
12-6294,Open,HI,Platinum,163,75.01,238.01,Does Not Advance
12-6295,Open,FL,Gold,100,25.5,125.5,Does Not Advance
12-6299,Open,IL,Platinum,133,74.89,207.89,Does Not Advance
12-6300,Open,CA,Gold,44,18,62,Does Not Advance
12-6305,Open,PA,Silver,Withheld,Withheld,0,Registration Action Required
12-6308,Open,TX,Gold,152,46.05,198.05,Advances to Semifinals
12-6317,Navy JROTC,NC,Gold,60,57.39,117.39,Does Not Advance
12-6318,Navy JROTC,NC,Gold,38,37.32,75.32,Does Not Advance
12-6319,Navy JROTC,NC,Gold,57,40.82,97.82,Does Not Advance
12-6323,Navy JROTC,FL,Gold,89,50.67,139.67,Advances to Semifinals
12-6329,Open,IL,Platinum,81,39.18,120.18,Does Not Advance
12-6330,Open,IN,Gold,151,62.63,213.63,Advances to Semifinals
12-6333,Civil Air Patrol,FL,Gold,116,0,116,Does Not Advance
12-6335,Army JROTC,FL,Platinum,70,62.11,132.11,Does Not Advance
12-6336,Army JROTC,FL,Gold,118,65.78,183.78,Advances to Semifinals
12-6337,Army JROTC,FL,Platinum,108,60.67,168.67,Does Not Advance
12-6338,Marine Corps JROTC,AR,Platinum,139,49.68,188.68,Category Wildcard
12-6342,Marine Corps JROTC,AR,Platinum,138,79.61,217.61,Advances to Semifinals
12-6345,Open,CA,Silver,41,0,41,Does Not Advance
12-6346,Open,CA,Silver,80,0,80,Does Not Advance
12-6347,Open,CA,Silver,84,0,84,Does Not Advance
12-6348,Open,CA,Silver,41,0,41,Does Not Advance
12-6350,Open,NV,Silver,72,0,72,Does Not Advance
12-6362,Air Force JROTC,TX,Platinum,96,41.67,137.67,Does Not Advance
12-6368,Open,CO,Silver,47,0,47,Does Not Advance
12-6369,Open,CA,Gold,73,0,73,Does Not Advance
12-6371,Open,CO,Gold,116,0,116,Does Not Advance
12-6375,Open,AL,Gold,111,35.64,146.64,Does Not Advance
12-6381,Open,AL,Silver,76,86.26,162.26,Advances to Semifinals
12-6382,Open,CA,Platinum,159,47.51,206.51,Does Not Advance
12-6383,Air Force JROTC,AK,Gold,37,11,48,Does Not Advance
12-6388,Open,CA,Platinum,122,78.93,200.93,Does Not Advance
12-6391,Open,CA,Platinum,160,56.17,216.17,Does Not Advance
12-6392,Open,CA,Gold,104,44.71,148.71,Does Not Advance
12-6410,Open,CO,Gold,135,44.71,179.71,Does Not Advance
12-6414,Air Force JROTC,WA,Platinum,94,0,94,Does Not Advance
12-6418,Open,NV,Gold,100,6,106,Does Not Advance
12-6422,Air Force JROTC,MO,Platinum,84,24,108,Does Not Advance
12-6423,Air Force JROTC,MO,Platinum,116,45.64,161.64,Does Not Advance
12-6424,Civil Air Patrol,PA,Gold,107,0,107,Does Not Advance
12-6429,Open,CO,Gold,134,0,134,Does Not Advance
12-6433,Open,NY,Silver,Withheld,Withheld,0,Registration Action Required
12-6438,Army JROTC,TX,Gold,88,0,88,Does Not Advance
12-6451,Air Force JROTC,NY,Gold,78,13.5,91.5,Does Not Advance
12-6452,Air Force JROTC,NY,Gold,50,0,50,Does Not Advance
12-6453,Air Force JROTC,NY,Silver,49,0,49,Does Not Advance
12-6458,Open,CAN,Silver,48,16.5,64.5,Does Not Advance
12-6459,Navy JROTC,VA,Gold,40,0,40,Does Not Advance
12-6464,Open,CAN,Gold,144,50.75,194.75,Advances to Semifinals
12-6469,Open,CAN,Gold,102,0,102,Does Not Advance
12-6472,Open,CAN,Gold,53,0,53,Does Not Advance
12-6474,Open,CAN,Silver,75,6,81,Does Not Advance
12-6480,Open,FL,Silver,79,41.72,120.72,Advances to Semifinals
12-6488,Open,GA,Gold,136,54.14,190.14,Advances to Semifinals
12-6489,Open,TX,Silver,36,40.95,76.95,Does Not Advance
12-6494,Open,WI,Platinum,156,58.78,214.78,Does Not Advance
12-6497,Open,CO,Gold,97,81.34,178.34,Does Not Advance
12-6508,Open,CAN,Silver,35,0,35,Does Not Advance
12-6517,Open,VI,Silver,13,62.86,75.86,At-Large Wildcard
12-6518,Open,MD,Silver,92,26.77,118.77,Advances to Semifinals
12-6522,Air Force JROTC,NM,Silver,27,0,27,Does Not Advance
12-6523,Air Force JROTC,TX,Gold,74,0,74,Does Not Advance
12-6526,Open,CA,Gold,119,63.13,182.13,Does Not Advance
12-6531,Open,GA,Silver,25,90.57,115.57,Does Not Advance
12-6533,Open,CA,Gold,166,53.72,219.72,Advances to Semifinals
12-6534,Open,VA,Gold,134,90.68,224.68,Advances to Semifinals
12-6535,Open,VA,Gold,163,51.64,214.64,Advances to Semifinals
12-6536,Open,OH,Silver,117,30.55,147.55,Advances to Semifinals
12-6537,Open,VA,Platinum,181,76.25,257.25,Advances to Semifinals
12-6538,Air Force JROTC,UT,Gold,32,40.82,72.82,Does Not Advance
12-6539,Open,VA,Gold,102,55.42,157.42,Does Not Advance
12-6540,Open,CA,Silver,55,0,55,Does Not Advance
12-6542,Open,TX,Silver,56,0,56,Does Not Advance
12-6543,Open,VA,Silver,74,48.58,122.58,Advances to Semifinals
12-6544,Air Force JROTC,AZ,Gold,26,0,26,Does Not Advance
12-6548,Open,VA,Silver,Withheld,Withheld,0,Registration Action Required
12-6549,Open,CA,Platinum,171,56.42,227.42,Does Not Advance
12-6551,Open,CA,Platinum,169,59.78,228.78,Does Not Advance
12-6553,Open,FL,Gold,135,48.38,183.38,Advances to Semifinals
12-6557,Air Force JROTC,AZ,Gold,59,39.64,98.64,Does Not Advance
12-6558,Open,NJ,Gold,93,41.14,134.14,Does Not Advance
12-6559,Open,FL,Silver,Withheld,Withheld,0,Registration Action Required
12-6561,Navy JROTC,NJ,Gold,63,36.14,99.14,Does Not Advance
12-6563,Open,NJ,Silver,35,51.74,86.74,Does Not Advance
12-6568,Navy JROTC,TX,Gold,65,38.34,103.34,Does Not Advance
12-6569,Open,IL,Gold,136,69.21,205.21,Advances to Semifinals
12-6570,Open,PA,Silver,75,0,75,Does Not Advance
12-6571,Open,NC,Platinum,175,83.34,258.34,Advances to Semifinals
12-6574,Open,AZ,Gold,163,90.22,253.22,Advances to Semifinals
12-6575,Open,AZ,Gold,130,54.71,184.71,Advances to Semifinals
12-6576,Air Force JROTC,UT,Platinum,146,50.09,196.09,Advances to Semifinals
12-6577,Open,AZ,Gold,103,60.11,163.11,Does Not Advance
12-6580,Open,VA,Gold,119,4,123,Does Not Advance
12-6581,Air Force JROTC,UT,Platinum,113,41.14,154.14,Does Not Advance
12-6582,Air Force JROTC,UT,Platinum,99,0,99,Does Not Advance
12-6584,Open,VA,Gold,69,0,69,Does Not Advance
12-6585,Open,AZ,Gold,123,54.09,177.09,Does Not Advance
12-6586,Open,VA,Platinum,94,50.36,144.36,Does Not Advance
12-6587,Open,VA,Platinum,129,42.71,171.71,Does Not Advance
12-6593,Open,MO,Platinum,109,83.96,192.96,Does Not Advance
12-6594,Navy JROTC,NY,Silver,21,0,21,Does Not Advance
12-6595,Air Force JROTC,FL,Gold,73,13,86,Does Not Advance
12-6596,Open,VT,Gold,44,50.67,94.67,Does Not Advance
12-6597,Open,VA,Gold,131,15,146,Does Not Advance
12-6598,Navy JROTC,NY,Silver,9,0,9,Does Not Advance
12-6599,Army JROTC,TN,Silver,20,0,20,Does Not Advance
12-6601,Army JROTC,TN,Silver,46,0,46,Does Not Advance
12-6602,Open,VA,Silver,22,38.91,60.91,Does Not Advance
12-6604,Open,HI,Gold,55,20,75,Does Not Advance
12-6605,Open,PA,Platinum,142,43.01,185.01,Does Not Advance
12-6606,Open,PA,Gold,109,49.22,158.22,Does Not Advance
12-6607,Open,MD,Silver,81,48.01,129.01,Advances to Semifinals
12-6616,Air Force JROTC,NC,Platinum,83,15,98,Does Not Advance
12-6618,Open,MD,Silver,96,78.63,174.63,Advances to Semifinals
12-6619,Open,MD,Silver,24,0,24,Does Not Advance
12-6623,Navy JROTC,VA,Platinum,94,0,94,Does Not Advance
12-6628,Navy JROTC,CT,Platinum,58,0,58,Does Not Advance
12-6629,Navy JROTC,CT,Gold,9,0,9,Does Not Advance
12-6632,Open,CA,Gold,143,47.25,190.25,Advances to Semifinals
12-6638,Open,TX,Gold,145,0,145,Does Not Advance
12-6649,Open,FL,Silver,61,23.25,84.25,Does Not Advance
12-6660,Civil Air Patrol,NJ,Silver,51,71.55,122.55,Advances to Semifinals
12-6665,Air Force JROTC,GA,Silver,38,14.25,52.25,Does Not Advance
12-6666,Air Force JROTC,GA,Gold,37,22.5,59.5,Does Not Advance
12-6667,Open,GA,Silver,12,0,12,Does Not Advance
12-6673,Navy JROTC,WA,Silver,36,0,36,Does Not Advance
12-6674,Open,CO,Platinum,218,79.92,297.92,Advances to Semifinals
12-6675,Air Force JROTC,NJ,Silver,48,0,48,Does Not Advance
12-6678,Open,CA,Platinum,200,51.64,251.64,Does Not Advance
12-6679,Open,CA,Gold,159,0,159,Does Not Advance
12-6681,Navy JROTC,TX,Gold,80,44.97,124.97,Advances to Semifinals
12-6686,Open,CA,Silver,30,0,30,Does Not Advance
12-6688,Open,OK,Silver,110,77.15,187.15,Advances to Semifinals
12-6690,Open,CA,Gold,156,69.61,225.61,Advances to Semifinals
12-6697,Open,MD,Gold,110,0,110,Does Not Advance
12-6699,Open,MD,Gold,53,14,67,Does Not Advance
12-6701,Open,SC,Platinum,107,47.88,154.88,Does Not Advance
12-6704,Marine Corps JROTC,TX,Gold,55,9.5,64.5,Does Not Advance
12-6707,Civil Air Patrol,GA,Silver,20,0,20,Does Not Advance
12-6713,Open,CA,Platinum,249,96.07,345.07,Advances to Semifinals
12-6722,Open,NE,Platinum,217,84.63,301.63,Advances to Semifinals
12-6725,Open,CO,Gold,85,64.5,149.5,Does Not Advance
12-6727,Open,NE,Platinum,169,62.8,231.8,Does Not Advance
12-6728,Open,CAN,Platinum,202,91.05,293.05,Advances to Semifinals
12-6730,Open,CA,Gold,29,0,29,Does Not Advance
12-6731,Open,CA,Gold,74,18,92,Does Not Advance
12-6732,Open,CA,Gold,31,0,31,Does Not Advance
12-6738,Army JROTC,AR,Silver,55,61.36,116.36,Advances to Semifinals
12-6746,Army JROTC,SC,Silver,63,18,81,Advances to Semifinals
12-6754,Open,CA,Gold,Withheld,Withheld,0,Registration Action Required
12-6755,Open,CA,Gold,100,3,103,Does Not Advance
12-6756,Open,CA,Silver,71,21,92,Does Not Advance
12-6757,Open,CA,Platinum,173,69.82,242.82,Does Not Advance
12-6758,Open,CA,Gold,53,18,71,Does Not Advance
12-6761,Civil Air Patrol,NC,Silver,21,0,21,Does Not Advance
12-6762,Open,CA,Platinum,142,0,142,Does Not Advance
12-6770,Navy JROTC,CA,Silver,28,16.5,44.5,Does Not Advance
12-6781,Open,OH,Gold,38,53.63,91.63,Does Not Advance
12-6783,Open,OH,Gold,48,9,57,Does Not Advance
12-6784,Open,OH,Gold,124,66.46,190.46,Advances to Semifinals
12-6785,Open,CA,Silver,76,20.25,96.25,Does Not Advance
12-6810,Open,CA,Silver,85,18,103,Does Not Advance
12-6812,Open,WA,Silver,9,0,9,Does Not Advance
12-6813,Open,WA,Silver,40,0,40,Does Not Advance
12-6815,Air Force JROTC,HI,Gold,36,0,36,Does Not Advance
12-6817,Open,NH,Gold,67,32.64,99.64,Does Not Advance
12-6821,Open,MI,Gold,202,0,202,Advances to Semifinals
12-6823,Open,CA,Silver,Withheld,Withheld,0,Registration Action Required
12-6828,Open,CA,Silver,71,72.77,143.77,Advances to Semifinals
12-6829,Civil Air Patrol,MD,Gold,96,32.97,128.97,Advances to Semifinals
12-6838,Civil Air Patrol,PA,Gold,65,0,65,Does Not Advance
12-6844,Open,NY,Platinum,198,70.86,268.86,Advances to Semifinals
12-6846,Open,NY,Gold,123,58.5,181.5,Does Not Advance
12-6849,Open,NY,Gold,137,40.97,177.97,Does Not Advance
12-6851,Open,CA,Silver,99,0,99,Does Not Advance
12-6861,Open,CA,Silver,174,86.39,260.39,Advances to Semifinals
12-6864,Civil Air Patrol,TX,Silver,148,32.26,180.26,Advances to Semifinals
12-6871,Open,AZ,Gold,100,52.46,152.46,Does Not Advance
12-6874,Open,HI,Silver,Withheld,Withheld,0,Registration Action Required
12-6875,Navy JROTC,VA,Platinum,151,40.03,191.03,Does Not Advance
12-6880,Open,VA,Silver,59,15.75,74.75,Does Not Advance
12-6881,Open,PA,Platinum,110,49.07,159.07,Does Not Advance
12-6883,Open,PA,Gold,124,33.67,157.67,Does Not Advance
12-6884,Open,PA,Silver,85,74.15,159.15,Advances to Semifinals
12-6885,Open,PA,Gold,92,55.07,147.07,Does Not Advance
12-6886,Open,PA,Silver,91,77.58,168.58,Advances to Semifinals
12-6887,Open,FL,Gold,120,53.11,173.11,Does Not Advance
12-6888,Navy JROTC,VA,Silver,12,0,12,Does Not Advance
12-6889,Navy JROTC,VA,Silver,13,0,13,Does Not Advance
12-6890,Navy JROTC,VA,Silver,13,0,13,Does Not Advance
12-6891,Navy JROTC,VA,Silver,15,0,15,Does Not Advance
12-6892,Open,VI,Gold,106,14.5,120.5,At-Large Wildcard
12-6893,Open,FL,Gold,100,45.9,145.9,Does Not Advance
12-6894,Open,FL,Platinum,151,62.17,213.17,Does Not Advance
12-6897,Open,VA,Silver,79,89.88,168.88,Advances to Semifinals
12-6906,Navy JROTC,TX,Gold,82,24,106,Does Not Advance
12-6908,Open,CAN,Silver,54,0,54,Does Not Advance
12-6909,Civil Air Patrol,IL,Silver,59,17.25,76.25,Advances to Semifinals
12-6910,Open,CAN,Silver,0,0,0,Does Not Advance
12-6913,Navy JROTC,VA,Silver,104,73.16,177.16,Advances to Semifinals
12-6914,Open,MI,Gold,93,15,108,Does Not Advance
12-6918,Air Force JROTC,IL,Gold,Withheld,Withheld,0,Registration Action Required
12-6920,Civil Air Patrol,FL,Platinum,147,59.11,206.11,Advances to Semifinals
12-6923,Open,TX,Platinum,135,65.84,200.84,Does Not Advance
12-6925,Open,OH,Gold,164,34.67,198.67,Advances to Semifinals
12-6926,Open,TX,Gold,97,61.96,158.96,Does Not Advance
12-6927,Open,TX,Gold,83,44.89,127.89,Does Not Advance
12-6928,Open,OH,Gold,143,26.36,169.36,Does Not Advance
12-6929,Open,TX,Gold,84,51.3,135.3,Does Not Advance
12-6930,Open,TX,Gold,125,39.64,164.64,Does Not Advance
12-6931,Air Force JROTC,IL,Silver,Withheld,Withheld,0,Registration Action Required
12-6938,Open,TX,Platinum,217,80.28,297.28,Advances to Semifinals
12-6939,Open,TX,Gold,81,60.09,141.09,Does Not Advance
12-6942,Open,WA,Silver,2,0,2,Does Not Advance
12-6949,Army JROTC,WA,Silver,23,0,23,Does Not Advance
12-6950,Open,TX,Silver,28,26.11,54.11,Does Not Advance
12-6954,Open,TX,Silver,40,54.99,94.99,Does Not Advance
12-6959,Open,KY,Gold,108,36.84,144.84,Does Not Advance
12-6960,Navy JROTC,CA,Platinum,175,32.97,207.97,Advances to Semifinals
12-6962,Civil Air Patrol,CO,Silver,42,0,42,Does Not Advance
12-6964,Open,CA,Silver,128,0,128,Advances to Semifinals
12-6968,Navy JROTC,CA,Gold,115,0,115,Does Not Advance
12-6969,Navy JROTC,CA,Platinum,108,0,108,Does Not Advance
12-6970,Open,CA,Gold,121,36.64,157.64,Does Not Advance
12-6976,Open,MD,Silver,97,78.2,175.2,Advances to Semifinals
12-6978,Open,CA,Gold,105,16.5,121.5,Does Not Advance
12-6981,Open,MD,Silver,16,0,16,Does Not Advance
12-6983,Open,CA,Gold,112,36.84,148.84,Does Not Advance
12-6984,Open,MD,Silver,8,0,8,Does Not Advance
12-6985,Marine Corps JROTC,VA,Gold,110,9,119,Does Not Advance
12-6988,Open,WA,Gold,84,47.42,131.42,Does Not Advance
12-7002,Open,MI,Silver,Withheld,Withheld,0,Registration Action Required
12-7010,Open,MI,Silver,11,0,11,Does Not Advance
12-7012,Open,PA,Silver,7,54.26,61.26,Does Not Advance
12-7013,Open,WA,Silver,19,0,19,Does Not Advance
12-7014,Air Force JROTC,TX,Silver,134,0,134,Advances to Semifinals
12-7016,Navy JROTC,FL,Silver,4,71.72,75.72,Advances to Semifinals
12-7018,Navy JROTC,FL,Silver,38,68.66,106.66,Advances to Semifinals
12-7021,Navy JROTC,FL,Silver,2,57.3,59.3,Does Not Advance
12-7022,Navy JROTC,FL,Silver,-3,10.5,7.5,Does Not Advance
12-7026,Open,CAN,Silver,4,21.75,25.75,Does Not Advance
12-7027,Navy JROTC,NY,Gold,73,39.3,112.3,Does Not Advance
12-7032,Civil Air Patrol,DC,Silver,138,58.05,196.05,Advances to Semifinals
12-7033,Open,CA,Platinum,149,54.13,203.13,Does Not Advance
